37.5,126.9,1,seoul,Seoul,10
37.6,126.9,1,seoul,Seoul,10
37.57,126.96,2,seoul,Seoul,5
37.58,126.96,2,seoul,Seoul,5
37.573,126.969,3,seoul,Seoul,0.5
37.576,126.969,3,seoul,Seoul,0.5
37.579,126.969,3,seoul,Seoul,0.5
37.582,126.969,3,seoul,Seoul,0.5
37.585,126.969,3,seoul,Seoul,0.5
37.5732,126.9694,4,seoul,Seoul,0.03
37.5741,126.9694,4,seoul,Seoul,0.03
37.5750,126.9694,4,seoul,Seoul,0.03
37.5759,126.9694,4,seoul,Seoul,0.03
37.5768,126.9694,4,seoul,Seoul,0.03
37.5777,126.9694,4,seoul,Seoul,0.03
37.5786,126.9694,4,seoul,Seoul,0.03
37.5795,126.9694,4,seoul,Seoul,0.03
37.57,126.97,2,seoul,Seoul,5
37.58,126.97,2,seoul,Seoul,5
37.573,126.972,3,seoul,Seoul,0.5
37.576,126.972,3,seoul,Seoul,0.5
37.579,126.972,3,seoul,Seoul,0.5
37.582,126.972,3,seoul,Seoul,0.5
37.585,126.972,3,seoul,Seoul,0.5
37.5732,126.9671,4,seoul,Seoul,0.03
37.5741,126.9671,4,seoul,Seoul,0.03
37.5750,126.9671,4,seoul,Seoul,0.03
37.5759,126.9671,4,seoul,Seoul,0.03
37.5768,126.9671,4,seoul,Seoul,0.03
37.5777,126.9671,4,seoul,Seoul,0.03
37.5786,126.9671,4,seoul,Seoul,0.03
37.5795,126.9671,4,seoul,Seoul,0.03